current_ratio,quick_ratio,cash_ratio,debt_equity_ratio,interest_coverage_ratio,gross_margin,operating_margin,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,inventory_turnover,receivables_turnover,operating_cash_flow_ratio,free_cash_flow_ratio,price_to_earnings,market_cap,default_risk,de_ratio_current,ocf_to_assets,pe_by_margin
1.81,0.89,0.6,3.03,8.79,0.31,0.39,-0.17,0.19,0.44,0.87,8.23,12.47,6.83,0.44,32.48,208.2861,1,1.6740322242915886,35.94736842105263,104.77385556820785
3.83,2.03,0.57,3.59,12.18,0.38,0.1,-0.07,0.17,0.17,0.8,2.5,3.28,0.51,0.54,46.07,208.2861,0,0.937336569886013,3.0,121.23652306178143
3.06,3.09,1.82,1.13,11.52,0.68,0.52,0.38,-0.06,0.31,0.52,9.07,5.88,6.65,3.91,35.95,4749.02,1,0.36928092507159305,-110.83333333333334,52.86756931239807
2.6,2.64,0.57,2.81,2.73,0.27,0.37,0.34,0.27,0.11,1.29,5.06,14.38,2.83,2.92,9.58,341.47,0,1.0807688150889172,10.481481481481481,35.48135006907382
1.05,2.88,0.62,2.57,2.66,0.7,0.09,0.05,0.13,0.24,1.06,1.26,10.46,0.47,4.74,15.21,9746.6,1,2.447616716555508,3.615384615384615,21.72854038779945
1.05,2.41,1.54,3.75,4.39,0.07,0.58,0.06,0.05,0.04,1.76,14.26,16.85,4.95,5.5,17.06,2259.55,1,3.571425170071267,99.0,243.7108041313695
0.7,2.52,0.95,4.08,5.74,0.62,0.31,0.17,0.2,0.01,0.26,9.8,8.86,6.87,2.33,19.18,4753.01,0,5.828563102052712,34.35,30.93543397510649
3.53,3.02,1.58,0.05,6.42,0.68,0.04,-0.19,0.0,0.2,1.36,13.22,15.92,6.77,3.58,36.1,658.32,0,0.014164301936458377,6770000.0,53.0881572232982
2.6,1.1,0.22,3.03,10.36,0.15,0.38,-0.03,0.18,0.15,1.57,10.3,9.18,1.46,3.0,32.72,5244.38,1,1.1653841671599354,8.11111111111111,218.13187912080585
2.98,1.87,1.03,0.23,1.32,0.34,0.15,-0.05,-0.08,0.21,1.57,5.68,17.67,1.6,5.89,16.17,3830.56,0,0.07718118215396572,-20.0,47.55868365093044
0.57,1.01,0.16,2.47,1.0,0.13,0.48,-0.02,0.24,0.0,1.79,7.93,17.36,4.13,4.99,8.72,494.37,1,4.3333257310074895,17.208333333333332,67.07640710456073
3.89,3.46,0.22,1.29,6.18,0.57,0.49,0.36,0.08,0.06,1.51,10.3,7.27,4.61,5.47,14.43,3384.49,0,0.3316194520258478,57.625,25.315745060096386
3.41,3.32,1.82,1.38,10.61,0.43,0.59,-0.0,0.15,-0.14,1.87,14.42,16.17,5.28,1.53,59.14,3944.79,0,0.40469196343344177,35.2,137.5345638731073
1.24,0.43,0.36,1.59,3.3,0.51,0.3,-0.07,-0.01,-0.16,0.8,4.18,15.56,1.59,4.64,30.77,9899.72,0,1.2822570304378789,-159.0,60.333215032911696
1.14,2.56,1.11,2.8,9.8,0.16,0.27,0.15,0.17,-0.02,1.11,13.19,5.37,6.73,1.59,52.7,2118.46,0,2.4561381963700035,39.588235294117645,329.37294141911616
1.14,3.26,0.88,1.5,4.27,0.17,0.45,0.41,0.21,-0.15,0.23,13.9,11.99,4.62,1.25,51.68,5470.56,1,1.3157883194839304,22.0,303.99821177522483
1.56,0.88,0.76,3.3,13.35,0.03,0.08,-0.03,0.09,-0.13,0.22,10.22,3.16,5.99,5.67,33.13,9873.79,0,2.1153832593697053,66.55555555555556,1104.2965234492185
2.34,2.12,1.81,1.82,13.49,0.26,0.33,-0.15,0.15,0.37,0.63,14.0,15.39,3.96,0.12,43.87,7930.59,0,0.7777774453942541,26.400000000000002,168.7301202687682
2.01,3.23,0.14,0.31,4.81,0.45,0.33,0.05,0.08,-0.17,0.38,6.27,4.79,3.13,5.79,15.6,9934.01,0,0.15422877899065723,39.125,34.666589629800825
1.52,0.41,1.36,3.53,3.83,0.69,0.05,0.32,0.26,0.26,0.67,14.32,3.13,6.85,0.9,42.86,9684.57,0,2.3223668931796757,26.346153846153843,62.115852006011586
2.64,2.53,1.93,1.29,6.46,0.53,0.25,0.19,0.1,-0.01,0.52,10.69,8.4,4.24,4.92,19.98,4920.92,0,0.48863617854690206,42.4,37.69804207916589
0.99,1.25,1.16,1.95,3.99,0.35,0.51,0.37,0.24,0.41,0.25,1.11,11.23,6.12,1.66,50.76,6978.94,0,1.9696949801060806,25.5,145.0281570624084
1.52,3.26,1.88,3.08,10.25,0.76,0.51,0.47,0.22,0.14,1.84,13.65,15.68,6.69,2.1,9.6,1148.91,0,2.0263144563720683,30.40909090909091,12.631562326891673
1.78,3.41,0.2,1.5,12.48,0.58,0.06,0.35,0.06,0.01,0.22,7.52,17.59,4.86,1.3,47.52,4439.43,0,0.8426961557886765,81.00000000000001,81.9308932225979
2.1,3.32,0.9,0.25,10.26,0.74,0.05,0.22,-0.01,0.16,1.52,7.17,9.03,4.02,3.51,10.5,8099.73,0,0.11904756235830363,-401.99999999999994,14.189170014635115
3.25,1.82,0.59,1.68,12.45,0.42,0.16,0.15,0.06,0.07,0.47,8.71,2.97,0.46,2.09,53.47,5078.09,0,0.5169229178698714,7.666666666666667,127.30922069233169
1.2,3.06,1.49,4.25,6.26,0.21,0.52,-0.17,0.23,0.2,1.84,2.67,13.99,0.66,3.94,21.73,7041.86,1,3.5416637152802375,2.869565217391304,103.4756977347727
2.3,3.0,1.96,2.89,2.77,0.04,0.08,0.49,-0.01,-0.12,1.81,7.3,11.04,1.73,0.09,40.99,7470.23,1,1.2565211928168727,-173.0,1024.7243818904528
2.57,1.32,0.59,3.02,11.2,0.58,0.43,0.07,0.11,0.49,1.38,12.55,9.17,1.63,0.39,31.81,2572.02,0,1.1750968190284752,14.818181818181817,54.844733026322366
0.66,2.95,1.34,2.85,5.73,0.1,0.06,-0.09,0.22,0.1,1.41,0.72,6.95,2.08,0.6,25.15,8763.21,0,4.318175275492006,9.454545454545455,251.49748502514973
2.63,0.42,0.48,0.9,10.23,0.24,0.37,0.27,0.04,0.04,0.22,4.46,10.04,2.41,2.51,40.5,4625.23,0,0.34220519307787334,60.25,168.74929687792968
1.1,2.21,1.17,1.88,4.42,0.43,0.21,-0.0,0.16,0.3,1.97,0.6199,7.42,2.78,4.89,57.11,2141.34,0,1.709089355373313,17.375,132.81364461943113
0.73,1.04,0.98,3.38,1.68,0.45,0.47,0.21,-0.0,0.05,1.78,6.53,14.11,3.18,5.33,7.27,8660.89,0,4.630130643656653,3180000.0000000005,16.155519654400766
3.82,0.69,1.95,0.46,14.88,0.48,0.14,0.21,-0.06,0.38,1.81,11.06,10.7,1.05,1.47,55.54,4207.3,1,0.12041881664428884,-17.5,115.70809227480777
3.88,0.55,1.26,1.25,2.76,0.13,0.38,0.11,0.22,0.12,1.39,12.08,16.03,0.68,3.45,38.5,7515.61,0,0.3221648654214264,3.0909090909090913,296.151568064861
3.33,2.53,0.76,1.24,14.83,0.3,0.14,0.39,-0.06,0.3,0.82,14.21,10.7,4.85,4.61,49.4,5502.93,1,0.3723722605488707,-80.83333333333333,164.66611777960742
1.57,1.39,0.32,1.94,14.67,0.49,0.43,-0.01,0.01,-0.12,1.81,9.32,5.81,3.95,1.73,26.11,3849.62,0,1.235668002759234,395.0,53.28560553958054
0.84,2.62,0.39,4.41,12.01,0.78,0.52,0.11,0.24,0.39,0.72,4.19,15.62,3.33,2.45,30.95,8108.27,0,5.249993750007441,13.875,39.679436308414985
2.89,0.51,0.53,0.3,10.06,0.58,0.08,0.18,0.04,0.32,1.21,13.9,10.92,4.59,3.14,52.79,5865.48,1,0.10380619245460468,114.75,91.01708445330267
2.04,1.31,0.58,2.33,8.88,0.74,0.52,0.26,0.29,-0.05,0.38,11.74,5.31,5.86,0.81,27.82,3936.09,0,1.1421563028645574,20.20689655172414,37.59454379115704
0.93,2.03,1.72,0.81,13.06,0.61,0.36,0.35,0.29,-0.1,1.86,8.83,11.98,3.22,0.16,34.41,1140.5,0,0.8709668054120372,11.103448275862071,56.40974359058427
2.23,2.83,1.17,4.37,4.7,0.47,0.08,0.08,0.01,0.02,0.45,10.59,7.72,4.63,0.92,6.11,8959.68,0,1.9596403768428803,463.0,12.999972340484383
0.62,1.32,1.09,0.51,7.28,0.15,0.26,0.25,-0.08,0.48,0.6,13.9,15.51,6.69,3.76,13.72,402.92,0,0.8225793184204542,-83.625,91.46605689295406
3.68,2.3,0.32,1.82,9.48,0.53,0.1,-0.09,0.18,-0.02,1.2,10.83,9.25,5.94,0.44,40.29,8638.71,0,0.49456508299861873,33.0,76.01872449297265
1.41,3.14,1.73,3.32,6.46,0.5,0.42,0.45,0.08,0.12,1.58,5.84,13.62,3.21,1.14,44.43,3631.62,0,2.354608259143079,40.125,88.85982228035543
2.82,2.27,1.47,3.17,6.7,0.48,0.46,0.07,-0.06,-0.18,1.31,10.84,3.53,4.66,2.03,37.04,6411.42,0,1.1241130765556466,-77.66666666666667,77.16650590311271
1.59,1.05,0.23,1.9,5.29,0.39,0.06,0.31,0.18,0.08,0.62,1.08,8.34,1.57,0.47,12.88,9225.89,0,1.1949678019070429,8.722222222222223,33.02555634472733
2.32,0.38,1.44,1.56,8.68,0.42,0.3,-0.19,-0.09,0.2,0.22,6.1,17.73,4.1,1.15,29.5,1559.48,1,0.6724135032700417,-45.55555555555555,70.23792800493332
2.41,3.08,1.13,1.79,12.83,0.27,0.49,-0.06,0.25,0.47,1.56,6.39,14.94,6.88,5.47,24.53,5691.16,0,0.7427382810214601,27.52,90.85151536475792
1.15,0.37,0.26,1.19,3.42,0.42,0.56,0.14,-0.04,0.16,1.97,2.92,4.56,3.82,0.12,32.26,7656.11,0,1.0347817088854707,-95.5,76.80934093014065
3.89,3.1,0.97,0.92,14.05,0.16,0.31,0.41,-0.05,0.37,1.66,0.83,6.44,6.52,3.92,52.87,7587.96,0,0.23650379524324028,-130.39999999999998,330.4354347785326
3.21,1.99,1.02,2.17,10.49,0.64,0.57,0.17,-0.03,0.18,1.03,2.43,7.28,3.09,2.31,47.67,5280.04,0,0.6760122504634734,-103.0,74.4842586183459
3.79,3.31,0.41,1.21,12.44,0.15,0.32,0.45,0.28,-0.17,1.83,9.99,12.41,6.9401,4.04,9.62,6266.16,0,0.3192611294825516,24.786071428571425,64.13290578062812
3.63,2.86,1.9,1.29,8.56,0.07,0.24,0.14,0.18,0.02,0.94,12.13,14.11,4.22,3.53,53.97,7587.39,0,0.355371802927878,23.444444444444443,770.9889858716303
2.59,3.48,1.71,2.96,11.8,0.35,0.51,0.14,0.22,0.2,1.14,14.83,13.99,0.68,1.34,30.95,8418.22,0,1.142856701599729,3.0909090909090913,88.42831877623208
3.73,1.42,1.37,4.36,0.73,0.53,0.3,-0.12,0.06,0.47,1.06,5.52,10.16,4.27,5.08,45.91,7630.04,0,1.1689004909113967,71.16666666666666,86.62247807079608
0.81,2.76,0.98,2.72,12.37,0.35,0.28,0.36,0.03,0.4,1.01,9.19,14.97,2.21,2.95,12.7,3572.35,0,3.3580205456536474,73.66666666666667,36.28561061254111
1.19,1.59,0.88,0.35,1.08,0.22,0.29,-0.03,-0.01,-0.04,1.6,14.09,8.99,0.61,4.94,41.89,9934.0641,1,0.2941173999013446,-61.0,190.40822541715718
0.66,1.84,1.34,0.34,13.4,0.45,0.51,0.43,0.09,-0.05,1.15,2.92,3.98,5.82,2.44,18.0,4373.3,0,0.5151507346200991,64.66666666666667,39.99991111130864
1.64,2.31,1.14,4.28,14.88,0.28,0.5,0.44,0.12,-0.06,0.77,10.91,11.03,2.22,5.91,29.11,293.42,0,2.6097545062472527,18.500000000000004,103.96391441459137
1.86,3.1,0.22,1.34,4.76,0.75,0.24,0.46,0.15,0.45,0.66,11.45,17.24,5.66,4.62,5.93,3658.04,0,0.7204297201990753,37.733333333333334,7.9066561244585
1.45,3.45,1.07,0.41,3.55,0.74,0.2,0.16,0.0,0.4,0.27,1.79,14.69,2.3,5.8,13.34,1321.44,0,0.28275842568384435,2300000.0,18.027002666212613
3.4,2.76,1.63,2.7,11.6,0.4,0.3,0.27,0.28,0.34,1.25,12.99,11.26,1.68,3.09,10.06,1258.35,1,0.7941174134948784,5.999999999999999,25.149937125157187
1.75,1.64,0.97,2.81,4.17,0.26,0.34,0.34,-0.03,0.07,0.61,12.29,12.35,6.83,2.84,18.19,2851.27,0,1.6057133681637896,-227.66666666666669,69.96126937973317
1.48,1.65,0.2,2.92,13.05,0.59,0.14,-0.11,0.29,0.15,0.47,0.98,16.89,2.79,4.53,10.5,581.09,1,1.9729716398840271,9.620689655172415,17.7965800057966
2.4,2.66,1.59,1.2,1.99,0.03,0.48,0.22,-0.09,0.13,1.38,1.82,8.85,4.37,5.28,43.06,6900.7,0,0.49999979166675346,-48.55555555555556,1435.2854904836506
0.99,1.06,0.48,0.07,2.33,0.38,0.29,-0.18,0.09,-0.02,1.43,1.21,7.3,4.43,5.78,6.6,786.19,0,0.07070699928585931,49.22222222222222,17.368375346380667
3.31,0.65,0.59,4.34,14.7,0.27,0.2,0.15,0.03,0.15,1.55,5.35,17.64,4.1,1.95,38.98,2072.73,1,1.3111778516078998,136.66666666666666,144.3698356672753
0.76,1.43,0.41,1.13,10.27,0.74,0.06,-0.09,0.08,-0.18,1.11,7.88,15.82,6.44,4.79,12.74,974.35,0,1.4868401488945406,80.5,17.216192951090605
3.95,1.22,0.73,3.04,12.78,0.01,0.14,-0.07,0.13,-0.11,1.81,8.22,7.17,4.85,1.26,56.98,678.52,1,0.7696200583240358,37.30769230769231,5697.430256974302
3.2,1.25,1.54,3.18,5.2,0.44,0.57,0.06,0.07,0.42,1.89,4.38,9.42,3.06,3.27,56.32,2714.13,0,0.993749689453222,43.71428571428571,127.99970909157025
1.2,1.05,1.09,2.75,10.31,0.59,0.18,0.1,0.07,0.33,1.65,13.72,8.64,6.09,1.08,17.4,5740.39,0,2.291664756946036,86.99999999999999,29.491475438177222
0.55,0.43,0.49,1.41,9.12,0.39,0.1,0.24,0.19,0.1,1.34,5.84,4.39,1.6,2.08,38.79,9648.62,0,2.5636317024878132,8.421052631578947,99.46128343260658
3.35,0.36,1.77,1.22,9.25,0.07,0.28,-0.15,0.17,0.16,0.75,1.16,17.33,3.99,5.59,6.54,8761.79,0,0.36417899576746393,23.470588235294116,93.42723675376065
2.97,3.46,1.77,2.69,10.4,0.78,0.18,0.15,0.23,0.06,1.97,4.85,8.47,6.67,0.88,56.25,8765.54,0,0.9057236007664643,29.0,72.11529215988185
3.05,1.67,1.75,3.9,8.84,0.41,0.02,-0.07,-0.0,0.32,0.69,8.2,16.01,4.53,3.79,33.76,1801.87,0,1.2786881053481622,4530000.0,82.34126258228639
3.2,1.53,0.55,4.26,6.72,0.49,0.19,0.2,0.14,0.35,0.56,6.42,5.03,5.79,3.56,7.38,2685.83,0,1.3312495839845049,41.357142857142854,15.061193752665812
0.76,2.47,0.96,0.48,4.5,0.19,0.33,0.25,0.13,0.33,1.0,4.47,10.77,4.71,0.72,23.84,810.11,0,0.6315781163445837,36.230769230769226,125.47302382619038
1.75,1.0,1.97,0.7,11.64,0.39,0.33,0.19,0.05,0.31,0.3,2.4,2.38,5.94,1.96,9.23,7795.76,0,0.399999771428702,118.8,23.666605983061583
0.91,3.34,1.57,4.25,3.78,0.34,0.21,0.32,0.09,-0.06,1.96,12.38,14.23,6.63,3.38,26.61,744.67,1,4.670324538104903,73.66666666666667,78.26447569271855
3.52,2.82,0.15,3.31,10.54,0.06,0.27,0.03,0.03,0.04,1.26,14.8802,11.29,2.2,1.12,41.85,5589.12,0,0.9403406419486813,73.33333333333334,697.4883751937468
2.68,0.59,0.22,3.97,3.88,0.08,0.58,0.34,-0.04,0.13,1.2,5.28,12.01,1.52,4.8,30.84,2516.36,0,1.4813427308422644,-38.0,385.4951813102336
1.66,1.64,0.98,0.91,9.57,0.67,0.23,0.1,-0.01,0.03,1.38,6.03,2.83,3.59,5.83,26.1,2472.28,0,0.5481924408479273,-359.0,38.9551657385586
0.72,3.11,1.83,2.64,11.33,0.19,0.15,0.14,-0.06,0.33,1.09,9.46,5.38,5.03,1.29,11.55,9907.71,1,3.6666615740811475,-83.83333333333334,60.789153741296104
1.59,3.32,1.12,3.16,3.67,0.16,0.15,0.25,0.17,0.03,0.26,10.92,3.19,1.9,1.12,18.47,7579.96,0,1.9874201336980293,11.176470588235293,115.43677852013424
1.64,1.8,1.05,3.06,1.37,0.4,0.27,-0.19,0.16,-0.1,1.3,6.18,6.62,0.46,2.73,10.51,8377.55,0,1.8658525208216339,2.875,26.274934312664218
3.05,2.26,0.3,1.84,2.4,0.61,0.46,0.26,0.28,0.08,1.49,13.62,12.04,2.66,4.49,49.41,5741.23,0,0.6032784907283637,9.5,80.99986721333244
2.73,0.83,1.35,0.07,9.29,0.05,0.12,0.23,0.19,0.49,0.95,8.62,11.06,6.79,1.69,12.44,8716.59,0,0.025641016248711998,35.73684210526316,248.79502409951797
3.61,3.47,1.66,2.62,12.82,0.46,0.43,0.02,-0.08,-0.04,1.56,7.03,11.79,4.99,0.12,37.75,6472.63,0,0.7257615718111989,-62.375,82.06503898904568
2.15,1.04,0.82,1.14,1.15,0.1,0.01,-0.14,0.25,0.23,0.61,9.88,10.79,3.05,3.25,23.85,9464.43,1,0.5302323115198551,12.2,238.49761502384976
0.92,3.32,1.57,2.03,11.15,0.03,0.25,-0.14,0.25,0.1,0.6,14.32,6.37,1.67,5.74,17.43,2849.32,0,2.2065193407398467,6.68,580.9806339788673
3.0,2.38,1.93,4.31,5.45,0.04,0.47,0.45,0.08,-0.15,0.49,12.02,5.91,2.75,2.35,40.17,5973.43,0,1.4366661877779372,34.375,1004.2248943776406
3.16,2.24,0.49,1.8,7.44,0.67,0.2,0.28,0.13,0.14,0.87,1.08,4.19,1.52,2.52,30.14,6916.81,1,0.5696200729050401,11.692307692307692,44.98500748506345
2.46,1.94,1.09,3.78,13.97,0.09,0.34,-0.11,0.29,0.29,1.72,5.32,15.59,1.1,5.81,27.01,3959.73,0,1.5365847412257148,3.7931034482758625,300.10777658026024
3.2,1.04,0.65,0.85,5.31,0.04,0.12,0.05,0.11,0.16,1.69,7.32,11.86,6.38,4.17,37.61,8803.09,1,0.2656249169922134,58.0,940.2264943376415
2.23,0.86,1.61,3.03,7.25,0.35,0.45,0.21,0.26,0.41,0.89,5.06,4.98,6.9401,4.32,32.02,9799.04,1,1.358743785316688,26.692692307692308,91.48545289870603
2.33,1.01,1.2,4.4,0.7,0.68,0.03,0.38,-0.07,0.0,1.26,10.65,4.84,1.48,3.38,21.69,4963.01,0,1.8884112066904692,-21.142857142857142,31.897011916158945
2.0,0.9,1.31,0.46,1.68,0.21,0.51,-0.17,-0.02,-0.14,1.5,12.48,15.97,0.76,5.85,35.75,3936.87,0,0.2299998850000575,-38.0,170.23728458435912
0.59,2.79,1.62,0.05,4.25,0.34,0.12,-0.03,0.08,0.46,0.63,11.1,13.88,2.58,4.13,41.82,4745.78,0,0.0847456190752219,32.25,122.99963823635812
0.88,1.42,0.85,1.95,0.9,0.03,0.52,0.42,0.13,0.06,0.5,14.85,12.55,3.45,5.37,6.47,8534.73,0,2.2159065728334397,26.53846153846154,215.6594780173994
0.61,0.49,1.84,0.42,9.65,0.36,0.21,-0.19,0.23,0.2,1.95,4.45,8.51,1.75,4.2,30.62,6472.41,1,0.6885234614369484,7.608695652173913,85.05531929077976
2.73,3.4,1.11,3.37,6.68,0.46,0.43,-0.06,0.29,0.35,1.31,13.19,6.19,2.39,4.41,8.17,495.49,1,1.2344317822594204,8.24137931034483,17.760830954715317
1.6,3.13,0.4,4.12,8.45,0.46,0.19,0.47,0.06,0.03,1.97,11.62,17.67,1.73,1.74,15.25,5444.59,0,2.574998390626006,28.833333333333336,33.152101843256865
2.28,3.27,1.42,1.95,3.03,0.27,0.54,0.23,-0.08,0.3,0.81,5.75,14.76,5.51,1.82,35.83,222.14,0,0.8552627827794812,-68.875,132.70321221032515
3.68,3.48,1.61,1.16,4.79,0.25,0.08,-0.02,0.22,-0.11,1.47,11.14,6.83,5.1,4.7,52.64,7796.43,0,0.31521730564747125,23.18181818181818,210.55915776336897
1.37,0.86,0.7,1.95,10.13,0.09,0.11,-0.15,0.14,0.0,0.6,2.01,15.56,4.59,1.78,53.55,3316.71,0,1.4233566252871348,32.785714285714285,594.9933889623449
1.94,1.57,1.73,3.26,14.5,0.29,0.3,-0.18,-0.02,-0.1,0.67,11.95,14.14,2.96,3.38,8.85,4746.47,0,1.6804115049425232,-148.0,30.51713614780639
3.14,2.73,1.82,0.05,1.23,0.08,0.05,-0.03,0.1,0.37,1.12,8.22,6.75,6.4,1.5,28.05,7996.85,1,0.015923561807782864,64.0,350.6206172422845
1.3,2.53,0.63,2.65,13.41,0.61,0.12,0.42,0.2,-0.04,0.78,4.74,8.82,6.8,4.9,37.07,512.17,0,2.038459970415407,34.0,60.77039217968495
