quick_ratio,cash_ratio,debt_equity_ratio,interest_coverage_ratio,operating_margin,net_profit_margin,return_on_assets,return_on_equity,inventory_turnover,operating_cash_flow_ratio,free_cash_flow_ratio,price_to_earnings
-0.9115621628958204,-1.5466482105147643,-1.2101591127010705,-0.1058978931416098,0.9449880503659136,0.5763658271934042,-0.34130369223742413,0.516908918140307,0.33259509059764963,1.0167807093600454,-0.8509417838742404,-0.5065655557099281
0.34842812495702,1.0204696783010492,0.7870930725164164,0.06416901442587367,1.3744192586746138,-1.3960828932323515,-0.24278013423805048,-0.7841892950269183,-1.1154406544431579,0.8879344472462245,-1.6290120737844234,-1.0228368633323908
1.4246078380371199,1.3754783520112477,0.7711786021790021,-0.9824211429572433,0.1515239211535069,1.8659955679416818,-0.807496452954986,1.1972036678387785,-1.430768693125135,-1.6333651141896852,1.7233137404659822,0.39644102184651786
-1.5143679611663092,1.3596989328798985,0.6818192164786837,-1.495340139975931,-1.2856367657644916,1.0284879291429825,-1.4516976907370276,-0.05010000895393532,-0.9750779019832996,1.4355412629630695,-0.7435078200310248,-1.3592162100760186
-1.2219157420884317,-0.19403367912857716,-1.5762057725896141,0.8852227940678347,-0.7802058598149553,-0.2051653597878633,-1.842809703936034,-0.4093311669171919,0.05787297786187508,0.6310868827756223,-1.399239302684659,0.7961003164367331
-1.430562829318247,1.1138930134879435,-1.6319064187705647,-0.3412896421874403,0.9085543681903825,1.7624375215552044,-0.807496452954986,0.01907812235106684,1.6980676596882858,1.6951696498681164,0.26808619016747565,1.649356664074053
-0.45321594703121787,1.6557483575719303,0.4051457844184721,0.9333710095406657,-0.023175412778079878,0.7786360808836706,1.074891276101465,0.4474874116193256,-0.3943416512556896,1.6742025017480673,-0.32107476137038116,1.173664625634968
-1.1733750975826087,1.6698185795418197,0.50270091706994,0.38626464216013634,1.5872176073444195,-0.18214773662915867,1.074891276101465,0.6550574592901739,0.534749452145659,-1.1327383234529353,-1.3202391351282292,-1.1145499762659032
-0.9803243779275933,0.5720376694039562,1.5350731783748908,-0.1613673633152822,0.20975703246403588,0.7786360808836706,-1.0898546123134536,-1.5339055512463715,1.2189645931637305,-0.7946791893877195,-1.0516343412773237,1.2120059238151677
0.6229637660488822,-1.2777443672965514,1.6066882948932553,-0.90893176144608,0.1515239211535069,-1.2407458236526356,-0.24278013423805048,0.7687943785705197,0.9623022360970049,-0.24429155123642962,-0.5508475324701455,-1.6577427670960332
-1.2581628809838625,-0.6148796614315281,0.38809581156958795,-0.7269371226574528,1.2141024213808738,-0.42245537105049497,-1.2780933852190985,0.7699112500163218,-1.1120463888755139,1.6048739698788421,-0.8466697149391755,-1.034391554785879
0.5790380634741842,-0.5490423528387756,0.6677345449858089,-0.3159484761491083,-0.023175412778079878,-0.930071684493204,1.6396075948184006,-0.35578000575865965,-0.5923383267071638,0.3585139572149832,-0.733487427446881,0.9826079872454998
0.4362795301064155,-1.7635457102684018,-0.7088671392005321,1.2197261857738189,0.6173888116377381,0.26084584895128426,-1.5604515445775664,-0.5699846503927889,-0.4921177872811089,1.6270264184779561,-0.8041867416314238,0.3658979538046641
-1.650191342191737,-0.4743036846892602,1.7658329982673988,-0.0473321161427878,-1.0131383050570708,1.8659955679416818,-1.3722127716719212,-1.6410078735634361,-1.484545567939116,-1.0462849668283092,1.7822298356197677,1.4193088749928562
0.8425922789223717,-1.0161590287732472,1.208826536457897,-1.3878797995705574,-1.3043038616097151,-1.1371877772661583,-0.24278013423805048,-1.801661357039033,-0.26967707782327993,-1.4761115032893166,0.3446771138673969,0.8077976616442515
-1.0702510706621542,0.7558388949856417,-0.6389186053212885,1.7528025821728346,1.251625361951797,-0.7079519496707597,0.4092374933726461,0.7232127740676974,1.284540060392024,1.5625731249551398,-0.22019372498222892,0.19722697462880218
-1.7104692156197352,0.5418072256811554,1.0889999674408755,-0.6436629944556166,-1.4132666038106025,-0.8144173794858358,-0.2908680435105308,-0.8000895998397475,-0.04335542476444052,0.07338418395384924,-1.1879137214056876,0.27431459260077345
